date,channel,campaign,ad_set,product_focus,spend,impressions,clicks,platform_reported_revenue,platform_reported_conversions
2026-01-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,18.35,1690,22,60.51,1
2026-01-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,34.33,4175,66,321.48,8
2026-01-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,51.38,4288,76,383.39,9
2026-01-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,59.01,8097,120,546.58,13
2026-01-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,91.1,11230,110,957.18,23
2026-01-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,59.01,7131,129,525.25,13
2026-01-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,31.81,2967,36,246.34,6
2026-01-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,70.06,5598,71,519.39,12
2026-01-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,37.57,2975,53,284.39,7
2026-01-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,35.97,3388,59,271.38,6
2026-01-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,24.83,2443,19,182.85,4
2026-01-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,31.28,3900,35,203.7,5
2026-01-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,57.38,6123,89,404.23,10
2026-01-31,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,15.75,1763,21,72.62,2
2026-02-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,16.13,1841,34,86.06,2
2026-02-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,16.27,1382,17,108.66,3
2026-02-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,49.56,5666,62,377.52,9
2026-02-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,25.08,3365,32,180.12,4
2026-02-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,12.84,1156,21,89.8,2
2026-02-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,81.13,7062,122,629.7,15
2026-02-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,27.31,2531,40,236.2,6
2026-02-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,29.52,2794,26,186.47,4
2026-02-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,15.35,1200,11,15.3,0
2026-02-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,51.29,4413,68,322.9,8
2026-02-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,78.8,6565,96,519.0,12
2026-02-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,11.38,956,14,3.73,0
2026-02-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,43.08,3536,51,348.5,8
2026-02-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,41.56,3856,72,369.45,9
2026-02-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,29.42,3673,63,225.24,5
2026-02-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,20.56,1694,27,147.03,4
2026-02-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,16.39,1922,24,7.2,0
2026-02-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,14.09,1147,18,85.03,2
2026-02-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,11.53,1274,15,70.84,2
2026-02-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,14.67,1148,18,7.33,0
2026-02-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,15.09,1612,20,119.69,3
2026-02-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,28.07,2296,23,201.17,5
2026-02-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,16.79,2102,32,58.24,1
2026-02-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,33.1,3798,70,284.8,7
2026-02-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,14.7,1659,28,161.19,4
2026-02-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,34.15,3363,48,196.8,5
2026-02-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,19.17,1759,20,98.71,2
2026-02-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,32.52,3235,29,184.42,4
2026-03-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,124.62,14053,229,1121.64,27
2026-03-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,19.37,2738,22,116.38,3
2026-03-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,27.61,2182,41,246.67,6
2026-03-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,55.65,4529,88,390.83,9
2026-03-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,48.7,3956,56,278.89,7
2026-03-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,12.43,1026,12,4.94,0
2026-03-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,47.89,4076,65,251.94,6
2026-03-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,40.1,3968,53,327.53,8
2026-03-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,18.81,1797,25,43.53,1
2026-03-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,60.21,7778,71,395.12,9
2026-03-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,18.74,2136,17,144.8,3
2026-03-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,42.51,3486,59,352.85,8
2026-03-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,76.84,6937,70,565.68,13
2026-03-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,11.75,1294,22,5.38,0
2026-03-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,21.79,2784,50,170.25,4
2026-03-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,57.39,4822,85,463.34,11
2026-03-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,36.05,4871,42,283.56,7
2026-03-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,11.7,1226,21,63.45,2
2026-03-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,30.98,2864,23,202.53,5
2026-03-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,39.34,4034,71,267.62,6
2026-03-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,27.88,3133,29,233.81,6
2026-03-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,18.62,1710,22,8.9,0
2026-03-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,18.43,2120,32,95.68,2
2026-03-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,24.7,2008,34,196.78,5
2026-03-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,31.29,2743,32,276.58,7
2026-03-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,85.07,9240,171,498.1,12
2026-03-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,25.79,2500,37,231.54,6
2026-03-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,45.98,4798,65,330.87,8
2026-03-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,17.6,2340,23,59.9,1
2026-03-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,15.93,1843,22,16.12,0
2026-03-31,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,18.44,1547,17,54.55,1
2026-04-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,15.87,1332,19,11.53,0
2026-04-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,26.82,3816,49,158.74,4
2026-04-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,19.8,2134,24,179.18,4
2026-04-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,25.18,2156,20,216.8,5
2026-04-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,72.57,9519,151,466.58,11
2026-04-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,17.25,1424,28,90.03,2
2026-04-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,47.25,4939,88,272.46,6
2026-04-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,17.06,1863,16,34.27,1
2026-04-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,40.35,5192,59,275.73,7
2026-04-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,27.83,2629,35,201.34,5
2026-04-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,11.29,1157,11,87.75,2
2026-04-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,51.31,5073,73,321.42,8
2026-04-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,17.12,1717,15,12.54,0
2026-04-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,37.72,4090,74,251.19,6
2026-04-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,52.55,7228,66,364.92,9
2026-04-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,12.38,1194,10,62.25,1
2026-04-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,16.62,1459,12,74.96,2
2026-04-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,14.4,1263,14,84.52,2
2026-04-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,49.4,6644,119,375.05,9
2026-04-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,56.44,6774,63,351.73,8
2026-04-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,14.29,1332,19,106.7,3
2026-04-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,20.75,2528,24,186.46,4
2026-04-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,46.57,3884,59,375.47,9
2026-04-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,71.45,8485,152,513.56,12
2026-04-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,18.55,1941,29,172.96,4
2026-04-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,23.17,1962,21,184.06,4
2026-04-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,19.61,1541,13,120.59,3
2026-04-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,48.0,4760,58,313.98,7
2026-04-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,12.5,1045,12,82.0,2
2026-04-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,13.29,1191,21,12.87,0
2026-05-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,11.9,971,17,62.66,1
2026-05-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,17.8,1472,28,121.04,3
2026-05-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,16.31,1873,28,107.8,3
2026-05-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,34.27,2903,31,244.29,6
2026-05-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,67.79,7272,85,512.22,12
2026-05-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,15.03,1223,15,110.7,3
2026-05-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,85.33,10715,91,535.03,13
2026-05-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,17.37,1730,22,10.68,0
2026-05-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,33.26,3164,40,206.44,5
2026-05-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,31.89,2882,36,235.35,6
2026-05-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,21.83,2260,42,131.27,3
2026-05-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,16.13,1539,14,11.12,0
2026-05-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,21.19,1959,30,132.7,3
2026-05-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,77.54,8689,124,527.66,13
2026-05-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,19.34,1807,31,134.01,3
2026-05-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,13.36,1249,19,114.0,3
2026-05-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,77.94,10321,175,494.22,12
2026-05-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,13.37,1100,16,116.87,3
2026-05-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,22.99,2268,21,133.61,3
2026-05-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,72.24,5798,73,665.43,16
2026-05-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,15.44,2087,25,144.32,3
2026-05-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,16.01,1465,26,115.81,3
2026-05-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,42.72,3494,31,368.06,9
2026-05-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,43.79,4586,54,322.04,8
2026-05-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,12.09,1191,14,13.3,0
2026-05-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,29.69,2892,37,191.27,5
2026-05-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,37.03,3915,51,189.73,5
2026-05-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,23.42,2163,24,150.91,4
2026-05-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,19.25,1497,24,93.83,2
2026-05-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,14.96,1396,24,81.59,2
2026-05-31,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,69.77,6574,55,534.8,13
2026-06-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,50.09,4933,98,280.46,7
2026-06-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,13.98,1392,21,138.83,3
2026-06-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,21.6,1757,20,184.79,4
2026-06-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,51.69,7199,106,390.16,9
2026-06-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,17.61,1386,23,9.72,0
2026-06-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,99.96,9628,119,569.59,14
2026-06-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,70.92,8832,114,496.28,12
2026-06-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,13.21,1548,13,91.59,2
2026-06-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,48.42,6792,77,505.09,12
2026-06-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,39.11,5345,57,281.68,7
2026-06-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU011,59.95,5735,75,487.46,12
2026-06-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,19.04,1853,24,92.09,2
2026-06-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,17.32,1392,25,65.34,2
2026-06-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,141.08,13649,192,928.06,22
2026-06-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,28.2,3801,47,204.29,5
2026-06-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,21.0,2081,22,131.89,3
2026-06-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,47.68,4139,55,431.83,10
2026-06-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,18.49,1914,29,68.62,2
2026-06-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,23.04,2940,53,203.26,5
2026-06-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,91.47,12698,184,632.64,15
2026-06-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,34.1,4845,84,259.73,6
2026-06-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,18.43,2088,19,164.14,4
2026-06-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,34.72,3408,40,232.29,6
2026-06-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,19.44,2775,37,108.63,3
2026-06-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,50.84,5297,66,441.6,11
2026-06-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,20.08,2494,36,208.45,5
2026-06-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,14.21,1561,23,11.34,0
2026-06-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,15.17,1586,23,43.77,1
2026-06-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,16.55,1425,13,111.63,3
2026-06-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,22.43,1942,35,155.47,4
2026-07-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,32.49,2736,34,312.42,7
2026-07-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,17.56,1918,29,7.36,0
2026-07-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,22.71,2735,35,169.47,4
2026-07-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,22.31,1822,32,207.22,5
2026-07-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU009,71.18,6045,118,392.76,9
2026-07-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,43.88,3522,49,253.05,6
2026-07-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,28.33,2708,45,164.36,4
2026-07-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,13.17,1510,27,60.44,1
2026-07-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,31.78,4048,68,250.97,6
2026-07-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,15.68,1353,21,104.79,2
2026-07-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,96.79,8920,101,886.88,21
2026-07-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,40.16,5060,93,384.1,9
2026-07-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,19.27,1901,19,10.45,0
2026-07-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,21.59,1994,26,130.5,3
2026-07-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,13.15,1171,21,57.68,1
2026-07-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,51.41,4481,78,444.4,11
2026-07-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,16.77,2014,34,156.94,4
2026-07-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,52.06,4226,47,318.33,8
2026-07-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,34.91,3828,63,350.81,8
2026-07-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,19.93,1609,23,131.32,3
2026-07-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,50.15,4038,57,365.63,9
2026-07-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,13.82,1593,28,86.76,2
2026-07-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,11.47,1555,23,72.48,2
2026-07-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,14.34,1378,22,84.57,2
2026-07-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,26.69,3456,39,200.82,5
2026-07-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,12.0,1534,30,102.68,2
2026-07-27,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,105.98,9723,92,742.03,18
2026-07-28,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,35.1,3909,69,204.84,5
2026-07-29,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,13.2,1694,30,123.43,3
2026-07-30,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,29.63,2412,41,179.46,4
2026-07-31,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,36.23,4889,52,221.51,5
2026-08-01,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,62.9,8560,146,396.75,9
2026-08-02,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,24.07,2301,42,152.21,4
2026-08-03,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU002,47.32,6205,60,338.43,8
2026-08-04,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,56.51,4957,44,519.97,12
2026-08-05,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,16.69,2228,23,49.48,1
2026-08-06,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU003,13.01,1614,30,11.5,0
2026-08-07,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU012,25.51,2258,27,225.72,5
2026-08-08,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,15.52,1575,26,36.64,1
2026-08-09,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,24.08,2128,41,177.77,4
2026-08-10,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,62.44,6006,67,433.98,10
2026-08-11,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU007,24.11,2140,30,191.48,5
2026-08-12,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,17.51,2311,39,76.82,2
2026-08-13,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,20.33,2227,24,166.02,4
2026-08-14,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,18.56,2289,34,15.91,0
2026-08-15,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,14.56,1350,17,93.02,2
2026-08-16,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,70.12,7118,111,424.9,10
2026-08-17,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,38.03,4395,46,293.21,7
2026-08-18,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,13.21,1781,33,46.11,1
2026-08-19,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU010,11.45,1342,16,40.74,1
2026-08-20,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU004,50.17,4462,54,446.95,11
2026-08-21,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU005,43.24,4500,56,444.97,11
2026-08-22,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,27.74,2431,44,224.88,5
2026-08-23,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,12.99,1402,25,72.97,2
2026-08-24,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU008,21.33,1641,31,176.43,4
2026-08-25,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU006,40.88,5177,62,333.84,8
2026-08-26,Meta Ads,Retargeting - Cart Abandon,Retarget - Added to Cart 7d,SKU001,31.19,3382,51,287.53,7
